X,Y,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName
-90.07371376586299,29.961238587474611,85121,PAUL PIAZZA & SON INC,1552 ST LOUIS ST,,NEW ORLEANS,LA,70112,504-524-6011,0135 - FISH & SEAFOOD WHLSRS,"PIAZZA SR, VINCENT"
-89.911562189388079,30.037231354085936,85122,PHUOC LOC SUPERMARKET,4635 ALCEE FORTIER BLVD,,NEW ORLEANS,LA,70129-2140,504-239-0558,1106 - GROCERY (EXC CONVENIENCE) STORES,KIM TAI MARKET INC
-90.105440820794172,29.920711051148462,85123,PICK UP & GO FOOD STORE,4713 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-895-3803,1106 - GROCERY (EXC CONVENIENCE) STORES,"PICK UP & GO FOOD STORE, INC"
-90.129463224696693,29.955137610335193,85124,PIGEON TOWN FOOD MART,8601 HICKORY ST,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,PIGEON TOWN FOOD MART LLC
-90.068486455331566,29.941694279560814,85125,POEYFARRE MARKET,925 POEYFARRE ST,,NEW ORLEANS,LA,70130,504-522-5252,1101 - CONVENIENCE STORES,POEYFARRE MARKET LLC
-89.742569856456043,30.146836195095894,85126,POMES SEAFOOD,26064 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-662-5026,0135 - FISH & SEAFOOD WHLSRS,POMES CHRIS             POMES BERTRAND
-90.038217741155037,29.977338645439243,85127,POPPA'S SEAFOOD & DELI,3311 N GALVEZ ST,,NEW ORLEANS,LA,70117,504-947-3373,1104 - FISH & SEAFOOD MARKETS,POPPA ENTERPRISES
-90.082568661225864,29.942860681515707,85128,PROJECT FOOD STORE #2,2238 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,504-586-1762,1101 - CONVENIENCE STORES,PROJECT FOOD STORE      #2 INC
-90.066028246976401,29.961328059028215,85129,QUARTER GROCERY & DELI,836 BURGUNDY ST,,NEW ORLEANS,LA,70116,504-529-2702,1101 - CONVENIENCE STORES,ROSEMARY & TRANG INC
-90.062656335104577,29.96186932703479,85130,QUARTER MASTER DELI,1100 BOURBON ST,,NEW ORLEANS,LA,70116,,1101 - CONVENIENCE STORES,MISAEL LLC
-90.091680952782028,29.929601837003684,85131,QUICK STOP,3331 CARONDELET ST,,NEW ORLEANS,LA,70115,,1101 - CONVENIENCE STORES,FIRAS INC
-90.048156460637358,29.973748870562126,85132,QUICKIES DISCOUNT,1535 FRANKLIN AVE,,NEW ORLEANS,LA,70117,504-259-3655,1101 - CONVENIENCE STORES,"AMEER, LLC"
-90.076989294556824,29.951922709288411,85133,QUICKY'S,2701 TULANE AVE,,NEW ORLEANS,LA,70119,504-822-3429,1106 - GROCERY (EXC CONVENIENCE) STORES,JAFAR ABUKHALIL INC
-90.110123652128607,29.984452084400566,85134,QUIK PIK FOOD MART/DOLLY'S    DELI INC,5151 CANAL BLVD,,NEW ORLEANS,LA,70124,,1101 - CONVENIENCE STORES,QUIK PIK FOOD MART/DOLLYDELI INC
-90.107071150220094,29.92059460482638,85135,RAINBOW GROCERY,4837 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES,RAINBOW MAGAZINE LLC
-90.062683322550768,29.966698347872033,85136,RAMPART FOOD STORE,1700 N RAMPART ST,,NEW ORLEANS,LA,70116,,1101 - CONVENIENCE STORES,PHAN & LOC INC
-90.088427606980602,29.984382736029211,85137,RC FOUNTAIN SERVICES OF LOUISIANA,3443 ESPLANADE AVE,134,NEW ORLEANS,LA,70119,504-822-2250,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH","RC FOUNTAIN SERVICES OF LOUISIANA, INC."
-90.076989294556824,29.951922709288411,85138,READ SEAFOOD,7340 READ BLVD,,NEW ORLEANS,LA,70127,504-377-8892,1101 - CONVENIENCE STORES,TBN SEAFOOD CORPORATION
-90.076989294556824,29.951922709288411,85139,READ SUPERMARKET,7045 READ BLVD,A,NEW ORLEANS,LA,70127,504-244-0741,1101 - CONVENIENCE STORES,LINA GROCERY INC
-90.079494249603044,29.935275926108602,85140,RED ZONE I,2025 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-522-3864,1106 - GROCERY (EXC CONVENIENCE) STORES,2025 ST CHARLES GROCERY LLC
-90.106380043274186,29.971343474480296,85141,REGLA STORE,4200 DHEMECOURT ST,,NEW ORLEANS,LA,70119,504-261-7600,1101 - CONVENIENCE STORES,"REGLA STORE, LLC"
-90.096752672849235,29.954871356058081,85142,RESTAURANT DEPOT,1111 S BROAD ST,,NEW ORLEANS,LA,70125,504-822-8881,"1501 - DURABLE GOODS WHLSRS, OTHER MISC","RD AMERICA, LLC"
-90.064824127323291,29.981392223019068,85143,RICHARD'S FOOD STORE,2001 N ROCHEBLAVE ST,,NEW ORLEANS,LA,70119,504-944-2891,1101 - CONVENIENCE STORES,SUNSHINE DISCOUNT FOOD INC
-90.0413793938053,29.953988448222621,85144,RIVER FINE FOODS STORE,1403 PATTERSON ST,,NEW ORLEANS,LA,70114,504-362-4795,1101 - CONVENIENCE STORES,A. B. & R. FINE FOODS LL
-90.12066403494704,29.957054464413339,85145,ROBERT FRESH MARKET #124,8115 S CLAIBORNE AVE,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,CLAIBORNE FRESH MARKET LLC
-90.111500736180517,30.020648928071672,85146,ROBERT FRESH MARKET(ROBT E LEE),135 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-885-7005,1106 - GROCERY (EXC CONVENIENCE) STORES,M ROBERT ENTERPRISES INC
-90.073964813900901,29.947843540233844,85147,ROUSE'S MARKET #46(CBD),701 BARONNE ST,,NEW ORLEANS,LA,70113,504-227-3838,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC."
-90.102389261560248,29.916910432706516,85148,ROUSES MARKET #26,4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-896-7910,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROUSE'S ENTERPRISES, LLC"
-90.102389261560248,29.916910432706516,85149,ROUSES MARKET #26(UPTOWN),4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC"
-90.096821081851616,29.976576256068533,85150,ROUSES MARKET #29(CARROLLTON),400 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC"
-90.064873156511283,29.95823857533351,85151,ROUSES MARKET #30,701 ROYAL ST,,NEW ORLEANS,LA,70116,504-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC"
-90.054127181114708,30.028099197529663,85152,ROUSES MARKET #35(GENTILLY),6600 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC"
-90.014464227185115,29.920483535643186,85153,ROUSES MARKET #36(DE GAULLE),4001 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES,"ROUSE'S ENTERPRISES, LLC"
-90.076989294556824,29.951922709288411,85154,RT ONE SHOP,1242 GORDON STREET,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES,RANDOLPH THOMAS
-90.10165611927809,29.952015238781076,85155,RUSTY'S POBOY SEAFOOD,4122 WASHINGTON AVE,,NEW ORLEANS,LA,70125,504-821-1771,1101 - CONVENIENCE STORES,RUSTYS POBOY SEAFOOD INC
-90.070092213232698,29.951949375651811,85156,S & K GIFT AND SNACKS,201 ST CHARLES AVE,#223,NEW ORLEANS,LA,70170,,1101 - CONVENIENCE STORES,"LA 405 CHEN, LLC"
-90.080580118887028,29.974639486036835,85157,S EXPRESS FOOD STORE,2703 URSULINES AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,S EXPRESS FOOD STORE LLC
-89.990869842430598,30.014069683333961,85158,SAM'S FOOD & LIQUOR,8201 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-610-7012,1106 - GROCERY (EXC CONVENIENCE) STORES,HALLA GROUP LLC.
-89.991780649006046,30.029722439011948,85159,SAM'S MEAT MARKET,8426 I 10 E SERVICE RD,,NEW ORLEANS,LA,70127,,1103 - MEAT MARKETS,SAMI LLC
-90.058767563901242,29.98894982759073,85160,SAMMY'S FOOD SERVICE,3000 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70122,504-947-0675,1103 - MEAT MARKETS,"SCHLOEGEL, SAMUEL A"
-90.10407554361484,29.968764171494538,85161,SANDWICH SHOP,645 S PIERCE ST,,NEW ORLEANS,LA,70119,504-482-3295,1101 - CONVENIENCE STORES,"SALOMON, ELGIN"
-90.076989294556824,29.951922709288411,85162,SAVE -A- LOT #466-6435,3033 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-866-6637,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-90.019098048155499,29.92525007302023,85163,SAVE A LOT #378-5434,3640 MACARTHUR BLVD,,NEW ORLEANS,LA,70114,504-362-5036,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-90.047221855820183,29.976738434339925,85164,SAVE A LOT #379-5324,1841 ALMONASTER AVE,,NEW ORLEANS,LA,70117,504-942-0897,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-89.973931758757402,30.032979759902634,85165,SAVE A LOT - #464-4744,9999 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,504-244-1538,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-90.074722562047597,30.006708639048625,85166,SAVE A LOT - 463-4743,4726 PARIS AVE,,NEW ORLEANS,LA,70122,504-282-2966,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-90.095761075004788,29.94276525065721,85167,SAVE-A-LOT #377-4793,2841 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-822-4005,1106 - GROCERY (EXC CONVENIENCE) STORES,"MORAN FOODS, LLC"
-90.038540952832378,29.977455006410008,85168,SAVERS,3233 N GALVEZ ST,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES,"SAVERS, LLC"
-90.051969783282189,29.964942085968797,85169,SCHIRO'S SUPER FOOD STORE INC,2483 ROYAL ST,,NEW ORLEANS,LA,70117,504-945-4425,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SCHIRO'S SUPER FOOD STORE INC
-90.114809455932118,30.023869028998092,85170,SCHUBERT MARINE,126 S ROADWAY ST,,NEW ORLEANS,LA,70124,5042828136,1101 - CONVENIENCE STORES,CRESCENT CITY MARINE GROUP INC
-90.073184010578785,29.989033389610142,85171,SEATON SEAFOOD MARKET,3040 PARIS AVE,,NEW ORLEANS,LA,70119,,1104 - FISH & SEAFOOD MARKETS,"SEATON, CAROLYN         SEATON, EDDIE"
-90.052846609176328,29.968593333842801,85172,SHANK CHARCUTERIE,2352 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1103 - MEAT MARKETS,"SHANK SHOP, LLC"
-90.061385736829578,29.958931217365759,85173,SIDNEY'S WINE CELLAR,917 DECATUR ST,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES,SIDENY'S LLC
-90.130691340409797,29.948247683365629,85174,SIMONES MARKET,8201 OAK ST,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES,SIMONES MARKET LLC
-90.132402986615347,29.935202377355814,85175,SINGLETON MINI MART,7446 GARFIELD ST,,NEW ORLEANS,LA,70118,504-866-4741,1101 - CONVENIENCE STORES,"NGU CORPORATION         NGUYEN, MAN V"
-90.05863913367898,29.96163292614516,85176,SMALL MART,1303 DECATUR ST,,NEW ORLEANS,LA,70116,504-330-5716,1101 - CONVENIENCE STORES,BAZAAR LLC
-89.981250612466795,30.014991441964323,85177,SOHANA GROCERY,8900 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,1101 - CONVENIENCE STORES,SOHANA GROCERY STORE LLC
-90.076989294556824,29.951922709288411,85178,SOUL FOOD CUSINE EXPRESS,3146 GEN MEYER AVE,,NEW ORLEANS,LA,70114,,1106 - GROCERY (EXC CONVENIENCE) STORES,SHAWNTELL MANUEL
-90.090535669739324,29.9375881476386,85179,SOUL'S SEAFOOD MARKET,2732 LA SALLE ST,,NEW ORLEANS,LA,70113,504-899-4420,1104 - FISH & SEAFOOD MARKETS,QUAN VAN NGUYEN
-90.091364181663167,29.944714284188759,85180,SOUTH CLAIBORNE MARKET,2349 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-558-0303,1101 - CONVENIENCE STORES,"DAVID & HONG, INC."
-90.02709273462736,30.032274434874505,85181,SPEED RACER,8020 DOWNMAN RD,104,NEW ORLEANS,LA,70126,504-248-2005,1101 - CONVENIENCE STORES,COMPAK DELI INC
-90.079283058695466,29.995957749312211,85182,SPIDERS  MEAT MARKET,3800 ST BERNARD AVE,,NEW ORLEANS,LA,70122,504-455-8170,1106 - GROCERY (EXC CONVENIENCE) STORES,SPIDERS I LLC
-90.080588160646258,29.934384078034491,85183,ST CHARLES 155,2139 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES,BROTHERS PETROLEUM LLC
-90.076989294556824,29.951922709288411,85184,ST ROCH FOOD MART,3135 SAINT ROCH AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES,ST ROCH FOOD MART  LLC
-90.078464419304865,29.927184430991289,85185,ST VINCENT SUPER MARKET,2372 CONSTANCE ST,,NEW ORLEANS,LA,70130,504-525-3233,1106 - GROCERY (EXC CONVENIENCE) STORES,PHUNG BOI INC
-90.016851781334267,29.961838258276906,85186,ST. MAURICE GROCERY,5467 ST CLAUDE AVE,A,NEW ORLEANS,LA,70117,504-000-0000,1106 - GROCERY (EXC CONVENIENCE) STORES,MARK NGUYEN
-90.077115563802067,29.929537300339724,85187,STEIN'S MARKET AND DELI,2207 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-527-0771,"1169 - MISC STORE RTLERS (EX TOBAC), ALL OTH",AU LAIT CRU LLC
-90.017980287212438,30.011817840162575,85188,STEMWAY MEAT MARKET & DELI,4350 STEMWAY DR,,NEW ORLEANS,LA,70126,,1101 - CONVENIENCE STORES,IYAD LLC
-90.092497049691033,29.917981261004538,85189,STOCK POT LLC (THE),3701 TCHOUPITOULAS ST,STE D,NEW ORLEANS,LA,70115-1339,504-897-9192,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH",STOCK POT LLC (THE)
-90.130264445040041,29.950131956119847,85190,STOP & CARRY GROCERY,1328 DANTE ST,,NEW ORLEANS,LA,70118,504-866-8347,1101 - CONVENIENCE STORES,MAMA INC
-90.078228009937348,29.993840794513357,85191,STOPJOCKIN,3600 JUMONVILLE ST,,NEW ORLEANS,LA,70122,,1101 - CONVENIENCE STORES,STOPJOCKIN
-90.073167806515897,29.95283602517825,85192,STYLL WATER,935 GRAVIER ST,10TH FLR,NEW ORLEANS,LA,70112,,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH","STYLL WATER,LLC"
-90.059022777866147,29.973014039773094,85193,SUNSHINE FOOD MARKET,2020 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-304-6135,1106 - GROCERY (EXC CONVENIENCE) STORES,SUNSHINE FOOD MARKET INC
-90.040495089397496,29.945326564598879,85194,SUPER DISCOUNT CITY,1600 NEWTON ST,,NEW ORLEANS,LA,70114,,1106 - GROCERY (EXC CONVENIENCE) STORES,SDC SUPER DISCOUNT INC
-90.119653822910834,29.955581919066706,85195,SUPER SERVE,8023 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-862-9079,1101 - CONVENIENCE STORES,I ZENITH INC
-90.108248729478674,29.935080936353643,85196,SUPERMERCADO LAS ACACIAS,4929 FRERET ST,,NEW ORLEANS,LA,70115,504-896-2251,1101 - CONVENIENCE STORES,"SUPERMACADO LAS ACACIAS, LLC"
-90.076989294556824,29.951922709288411,85197,SWIRL,3141 3143 PONCE DE LEON ST,,NEW ORLEANS,LA,70119,504-304-0635,"1110 - BEER, WINE & LIQUOR STORES","BEVO VINO, LLC"
-90.053270056191081,29.99675665197039,85198,T & H GROCERY,3700 CLEMATIS ST,,NEW ORLEANS,LA,70122,504-940-0709,1101 - CONVENIENCE STORES,THU HA ENTERPRISES INC
-89.984500416406959,29.92348225137372,85199,T & T FOOD MART,6419 GENERAL MEYER AVE,,NEW ORLEANS,LA,70131,504-393-0201,1106 - GROCERY (EXC CONVENIENCE) STORES,SAMZI  G INC
-90.073382636529715,29.925467088509496,85200,T & T SEAFOOD,548 JACKSON AVE,,NEW ORLEANS,LA,70130,,1104 - FISH & SEAFOOD MARKETS,"JOE KIND SUPERMARKET, INC"
-89.967193907869117,30.018323343738626,85201,TAN VIET WAREHOUSE,10100 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504-241-9903,1106 - GROCERY (EXC CONVENIENCE) STORES,BIEN V NGUYEN
-90.118713740515787,29.916084770997237,85202,TCHOUP-STOP,5600 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-595-3112,1101 - CONVENIENCE STORES,UPTOWN GAS STATION MANAGLLC
-90.085226895460963,29.980645150828604,85203,TERRANOVA BROS SUPERETTE,3308 ESPLANADE AVE,,NEW ORLEANS,LA,70119-3132,,1101 - CONVENIENCE STORES,"TERRANOVA, BENJAMIN A"
-90.009551503803877,30.011552259434392,85204,TEX MART,6733 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-333-6282,1101 - CONVENIENCE STORES,TEX MART INC
-90.088427606980602,29.984382736029211,85205,THE BAYOU GROCERY,3443 ESPLANADE AVE,134,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,"THE BAYOU GROCERY, LLC"
-90.108507127603971,29.924372251206698,85206,THE CREOLE CREAMERY,4924 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-885-7028,1101 - CONVENIENCE STORES,"CREOLE CONES, INC"
-90.076989294556824,29.951922709288411,85207,THE EVERYTHING SHOPPE,444 CANAL ST,,NEW ORLEANS,LA,70130,504-586-0703,"1110 - BEER, WINE & LIQUOR STORES",MAGNOLIA ENTERPRISES INC
-90.090938483474631,29.928187510743307,85208,THE FRESH MARKET,3338 ST CHARLES AVE,,NEW ORLEANS,LA,70118,336-217-4077,"1111 - SPECIALTY FOOD STORES, ALL OTHER","THE FRESH MARKET, INC"
-90.110329331670542,29.981336791495824,85209,THE HERB IMPORT COMPANY,5055 CANAL ST,,NEW ORLEANS,LA,70119,504-488-4889,"1111 - SPECIALTY FOOD STORES, ALL OTHER",THE HERB IMPORT COMPANY INC
-90.065160566148506,29.958157599820332,85210,THE OLD COFFEE POT RESTAURANT,714 ST PETER ST,,NEW ORLEANS,LA,70116,504-524-3500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DUSTIN INVESTMENTS LLC
-89.807687902849523,30.064348470903788,85211,THE YELLOW STORE,20824 CHEF MENTEUR HWY,A,NEW ORLEANS,LA,70129,504-302-9851,1106 - GROCERY (EXC CONVENIENCE) STORES,HI TIDE BAR AND GRILL LLC
-90.100217704487648,29.940832037625512,85212,THREE GUYS WITH GAS,4101 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1101 - CONVENIENCE STORES,THREE GUYS WITH GAS. LLC
-90.007948358098119,29.918707807632785,85213,TIGER MART,3450 KABEL DR,,NEW ORLEANS,LA,70131,504-394-0240,1101 - CONVENIENCE STORES,TIGER MART LLC.
-90.061983681919429,29.967359670991865,85214,TODAYS CAJUN SEAFOOD,1700 MCSHANE PL,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES,TODAYS CAJUN SEAFOOD
-90.03720752971779,29.97688209071184,85215,TOT'S ONE STOP CORNER STORE,3400 N GALVEZ ST,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES,LATASHA JONES
-90.067265019658819,29.958663918944783,85216,TOULOUSE HOUSE,605 DAUPHINE ST,,NEW ORLEANS,LA,70112,504-529-4270,1101 - CONVENIENCE STORES,"BAHU, INC"
-90.093993847043677,29.963537027206524,85217,TRANS SEAFOOD,2931 TULANE AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES,TRANS SEAFOOD LLC
-90.099010576936507,29.941069657973532,85218,TRIANGLE DELI,3701 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,,1101 - CONVENIENCE STORES,HALO 7 LLC
-90.031044091991603,29.964320546641705,85219,TRUE CAJUN SEAFOOD,4400 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-948-8998,1106 - GROCERY (EXC CONVENIENCE) STORES,CHAU TWO CORPORATION
-90.033864631369013,29.964517456049435,85220,TRY ME COFFEE MILLS,1014 FRANCE ST,,NEW ORLEANS,LA,70117-5331,504-945-4314,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH",ROBERT H LUTZ
-90.067434947809332,29.950948031336665,85221,TSAI TIME,212 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES,NIKOLAOS PANTAZIS
-90.049569202357716,30.001147167827405,85222,TUCKAWAY FOOD STORE & DELI,2619 JASMINE ST,,NEW ORLEANS,LA,70122,504-621-7578,1106 - GROCERY (EXC CONVENIENCE) STORES,"TUCKAWAY, LLC"
-90.076989294556824,29.951922709288411,85223,TULANE CATERING,31 MCALISTER DR,,NEW ORLEANS,LA,70118,504-865-5254,1101 - CONVENIENCE STORES,SODEXO MANAGEMENT INC
-89.912274866340852,30.036518000962236,85224,TUYET HUONG,14389 CHEF MENTEUR HWY,B,NEW ORLEANS,LA,70129,504-254-3178,1103 - MEAT MARKETS,MICHAEL L TRAN
-89.965717318842366,30.018620015647908,85225,TWINS SEAFOOD,10240 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,,1104 - FISH & SEAFOOD MARKETS,"TWINS SEAFOOD, LLC"
-90.068615888491394,29.953830693613721,85226,UNIQUE GENERAL STORE,127 ROYAL ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES,SAM & SONS INC.
-90.079916568456497,29.944893970646866,85227,UPTOWN DISCOUNT STORE,1141 SIMON BOLIVAR AVE,,NEW ORLEANS,LA,70113,,1101 - CONVENIENCE STORES,UPTOWN DISCOUNT STORE INC
-90.090573356516174,29.93320109576738,85228,UPTOWN FOOD MARKET,2001 SEVENTH ST,,NEW ORLEANS,LA,70115,504-895-9191,1106 - GROCERY (EXC CONVENIENCE) STORES,"UPTOWN FOOD MARKET, INC"
-90.12572983659598,29.954415480642634,85229,UPTOWN SUPERMARKET,1940 DANTE ST,,NEW ORLEANS,LA,70118,504-455-4111,1106 - GROCERY (EXC CONVENIENCE) STORES,UPTOWN DANTE SUPERMARKET INC
-89.991662452936367,30.028219649028888,85230,UR FAMILY MATTERS,5741 CROWDER BLVD,,NEW ORLEANS,LA,70127,404-915-8892,1101 - CONVENIENCE STORES,UR FAMILY MATTERS INC
-89.995463301391794,30.03554819560123,85231,USA MEAT MARKET,8454 MORRISON RD,,NEW ORLEANS,LA,70127,504-259-5009,1106 - GROCERY (EXC CONVENIENCE) STORES,"USA MEAT MARKET, LLC"
-90.022968620618641,29.940426723667752,85232,USA SUPERMARKET,3141 GENERAL MEYER AVE,,NEW ORLEANS,LA,70114,504-324-4099,1106 - GROCERY (EXC CONVENIENCE) STORES,"USA SUPERMARKET, L.L.C."
-90.072217913580587,29.966163374397958,85233,V & T FOOD STORE,913 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-827-9997,1106 - GROCERY (EXC CONVENIENCE) STORES,THONG SINH INC
-90.061175279022422,29.962097336980356,85234,VERTI MARTE INC,1201 ROYAL ST,,NEW ORLEANS,LA,70116,504-525-4767,1101 - CONVENIENCE STORES,"THE VERTI MARTE, INC"
-90.072243269938653,29.944546989034933,85235,VHKR & ASSOCIATES INC D/B/A   PRICE BUSTERS,867 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-529-3759,1101 - CONVENIENCE STORES,VHKR & ASSOCTIATES INC
-90.100097872802337,29.921048906741717,85236,VICKY'S SUPERMARKET,4237 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-899-8579,1101 - CONVENIENCE STORES,CUONG LAM INC
-89.912236670809563,30.037409320955927,85237,VIET MY SUPERMARKET,4656 ALCEE FORTIER BLVD,,NEW ORLEANS,LA,70129,504-254-0682,1101 - CONVENIENCE STORES,HANG VU ENTERPRISES     INC
-90.042379232761121,29.967055551198474,85238,WAGNERS,3200 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-301-1548,1106 - GROCERY (EXC CONVENIENCE) STORES,"AWAMIRA, LLC"
-89.961463467552093,30.043427606910036,85239,WAL-MART #912(EASTERN NO),6000 BULLARD AVE,,NEW ORLEANS,LA,70128,479-204-6234,"1119 - GENERAL MERCHANDISE STORES, ALL OTH","WAL-MART LOUISIANA, LLC"
-90.039356823812469,30.00521676100724,85240,WALMART #3167(GENTILLY),4301 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70164,479-204-6234,"1119 - GENERAL MERCHANDISE STORES, ALL OTH","WAL-MART LOUISIANA, LLC"
-90.038700176421059,29.971944065472208,85241,WE GOT IT,3401 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES,"WE GOT IT, LLC"
-90.076989294556824,29.951922709288411,85242,WE SERV FOOD STORE,3319 N N GALVEZ ST,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES,"WE SERV,LLC"
-90.084734764806313,29.967206350294727,85243,WHOLE FOODS MARKET,300 N BROAD ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,WHOLE FOOD COMPANY INC
-90.117647833342986,29.92083421507466,85244,WHOLE FOODS MARKET,5600 MAGAZINE ST,,NEW ORLEANS,LA,70115,000-899-9119,1101 - CONVENIENCE STORES,"WHOLE FOOD COMPANY, INC"
-90.116647522993446,29.916272459095818,85245,WINN DIXIE  #1430,5400 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-895-2966,1106 - GROCERY (EXC CONVENIENCE) STORES,WINN DIXIE MONTGOMERY LLC
-90.012022035651881,29.923630354496265,85246,WINN DIXIE #1426,3008 HOLIDAY DR,,NEW ORLEANS,LA,70131,504-398-0313,1106 - GROCERY (EXC CONVENIENCE) STORES,WINN DIXIE MONTGOMERY LLC
-89.972309694458417,30.018733937285862,85247,WINN DIXIE #1439,9701 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127,504-244-0701,1106 - GROCERY (EXC CONVENIENCE) STORES,WINN DIXIE MONTGOMERY LLC
-90.099430178570003,29.978305643036123,85248,WINN DIXIE STORE #1472,401 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES,WINN DIXIE MONTGOMERY LLC
-90.107440412915523,29.924373023075429,85249,ZARA'S LIL GIANT SUPERMARKET,4838 PRYTANIA ST,,NEW ORLEANS,LA,70115,504-895-0581,1101 - CONVENIENCE STORES,ZARA'S LIL GIANT SUPERMA
